Constituency,Winner_Party,Winner_Alliance,Electors_2026,New_Voters,Elector_Growth,DMK_Alliance_Share,AIADMK_Alliance_Share,NTK_share,DMK_share_adj,AIADMK_share_adj,TVK_share_adj,Others_share_adj,Winner_adj,LR_DMK_WinProb,Seat_Risk
Gudiyattam,DMK,DMK_Alliance,248526,0.0,0.8549196597190928,0.47446959315786985,0.4418607947833483,0.05591834806029391,0.4367939467446969,0.35716659122145294,0.1856709623741697,0.020368499659680437,DMK_Alliance,0.8625721431176624,DMK Safe
Gummidipoondi,DMK,DMK_Alliance,251603,0.0,0.824819695777603,0.5694266196542516,0.3516474609243073,0.05269083032751082,0.5632546861928983,0.3118105629992456,0.10423625413119836,0.020698496676657706,DMK_Alliance,0.9998639737741059,DMK Safe
Harbour,DMK,DMK_Alliance,116896,0.0,0.8371899820237916,0.583541564190851,0.3152287260206591,0.03302508607968519,0.5835087014479893,0.2860696243156114,0.07985021145240467,0.05057146278399474,DMK_Alliance,0.9999875310454358,DMK Safe
Harur,AIADMK,AIADMK_Alliance,243742,0.0,0.8936330906237855,0.3459773877571576,0.49888449626067033,0.05514567018356709,0.33039152432883256,0.4564443763766642,0.14311423208263901,0.07004986721186432,AIADMK_Alliance,0.003629613304990439,AIADMK Safe
Hosur,DMK,DMK_Alliance,338295,0.0,0.9926671244212046,0.47654958927520574,0.42670235149013697,0.04603825907504293,0.44263179860519375,0.3427604029325292,0.19399585073046677,0.020611947731810305,DMK_Alliance,0.8707267474420727,DMK Safe
Jayankondam,DMK,DMK_Alliance,261793,0.0,0.8808380634502992,0.45999870590845227,0.43480089477187017,0.046014198032980846,0.4417140847159157,0.3748288631899462,0.16188811397822644,0.021568938115911745,DMK_Alliance,0.7636234771453382,DMK Safe
Jolarpet,DMK,DMK_Alliance,233830,0.0,0.8669264393470338,0.4557491928009045,0.45019301479949886,0.06787602236730869,0.41301099050518847,0.35425993723315313,0.2122757208100277,0.020453351451630717,DMK_Alliance,0.7602682093671409,DMK Safe
Kadayanallur,AIADMK,AIADMK_Alliance,267517,0.0,0.9482820348307557,0.3122352391247188,0.4307945504299473,0.04935386173517583,0.293093329458232,0.3824558278282538,0.14140781084079285,0.18304303187272117,AIADMK_Alliance,0.007185044613881489,AIADMK Safe
Kalasapakkam,DMK,DMK_Alliance,230766,0.0,0.8552368739970425,0.47921439262042215,0.44629748414225645,0.044910758829937794,0.436717385756897,0.35699315048771857,0.18612113505068525,0.020168328704699017,DMK_Alliance,0.8517804342351725,DMK Safe
Kallakurichi,AIADMK,AIADMK_Alliance,278762,0.0,0.898522135731438,0.3752446227275545,0.5189720975125964,0.07293963463769271,0.36968350088287466,0.4934463160176222,0.11562590914972298,0.021244273949780262,AIADMK_Alliance,0.007906063437973633,AIADMK Safe
Kancheepuram,DMK,DMK_Alliance,276299,0.0,0.8767110682396543,0.44767948673245234,0.3971416367376826,0.060784894870811394,0.4337401962657692,0.33701901685051966,0.17165031728231922,0.057590469601391976,DMK_Alliance,0.8990433356089241,DMK Safe
Kangayam,DMK,DMK_Alliance,216646,0.0,0.789310501867201,0.4714139867279224,0.4347256002962696,0.05658649370927544,0.4527653057933501,0.3773551531420393,0.14908942134286002,0.020790119721750697,DMK_Alliance,0.8873992267802445,DMK Safe
Kanniyakumari,AIADMK,AIADMK_Alliance,286968,0.0,0.9290207288608029,0.41593069896920054,0.4880288517125146,0.06287965705239379,0.37402039108323426,0.3954500160529599,0.21002014604245295,0.020509446821352875,AIADMK_Alliance,0.09657095410120857,AIADMK Safe
Karaikudi,INC,DMK_Alliance,303371,11536.0,1.039529186012644,0.3575046127198102,0.2558882780434537,0.11236208909138834,0.34297875968291514,0.16560472726440142,0.24811368894723726,0.2433028241054462,DMK_Alliance,0.989403918933958,DMK Safe
Karur,DMK,DMK_Alliance,226584,0.0,0.7956848781104485,0.49084462881674784,0.4353962664608557,0.035290145193188946,0.4516414298704886,0.3514565936362942,0.17669940113451957,0.020202575358697746,DMK_Alliance,0.9093248951697698,DMK Safe
Katpadi,DMK,DMK_Alliance,225809,0.0,0.8826456424528597,0.4571373344930898,0.45313187934237514,0.05610321832415193,0.44152433104089794,0.4039183363986292,0.13377720386960673,0.020780128690866286,DMK_Alliance,0.7132489889388057,DMK Safe
Kattumannarkoil,VCK,DMK_Alliance,224565,0.0,0.9312060707843504,0.4901772033652121,0.429998689914047,0.038767152157939404,0.47302392253025743,0.37927371168489005,0.12710571834184162,0.020596647443010957,DMK_Alliance,0.9432305350150672,DMK Safe
Kavundampalayam,AIADMK,AIADMK_Alliance,407507,0.0,0.9572363475777051,0.40621390174175104,0.4377577294639227,0.057747533218464236,0.36230644648270316,0.3269805309092528,0.2752118401303269,0.03550118247771726,DMK_Alliance,0.14750263143597178,AIADMK Safe
Killiyoor,INC,DMK_Alliance,243837,10433.0,1.044699319634625,0.597588248449252,0.27154862933885754,0.08543532762862087,0.5972514524312148,0.2136308396169728,0.16207772420299713,0.02703998374881523,DMK_Alliance,0.9999992576569869,DMK Safe
Kilpennathur,DMK,DMK_Alliance,238913,0.0,0.8530687738116067,0.5133996448996008,0.38201740188144356,0.0566051617080133,0.5177155725243322,0.3519613381911947,0.10595540726938228,0.024367682015090913,DMK_Alliance,0.9965647203386677,DMK Safe
Kilvaithinankuppam,AIADMK,AIADMK_Alliance,213451,0.0,0.8924245654964232,0.4249672647079093,0.49396407158117206,0.057585398911120814,0.4187739619871483,0.4672552816596389,0.09316607247202058,0.020804683881192408,AIADMK_Alliance,0.14729819778290212,AIADMK Safe
Kilvelur,CPI-M,DMK_Alliance,168934,0.0,0.86005640915987,0.475457183817616,0.3566768068813595,0.10610860519598588,0.5123234348362709,0.3598708530243902,0.07828993169746061,0.049515780441878494,DMK_Alliance,0.9986470618446769,DMK Safe
Kinathukadavu,AIADMK,AIADMK_Alliance,300486,0.0,0.9411392543825307,0.43212941252393144,0.43684040699550414,0.04852969647428313,0.39904919949110906,0.3488795253415589,0.2204838106584752,0.03158746450885678,DMK_Alliance,0.45532692711567496,Marginal
Kolathur,DMK,DMK_Alliance,207251,0.0,0.8701809631775622,0.6085888296767943,0.20265531640021225,0.06505063787574689,0.6143868583217843,0.14366431494471166,0.14618215606323826,0.0957666706702658,DMK_Alliance,0.999999927708148,DMK Safe
Kovilpatti,AIADMK,AIADMK_Alliance,240017,0.0,0.9657582475948288,0.20660152104704635,0.37891315882561016,0.050920808277325785,0.17045567597879624,0.30478171855340525,0.18892242609675342,0.33584017937104504,Others,0.0005625364437024167,AIADMK Safe
Krishnagiri,AIADMK,AIADMK_Alliance,265037,0.0,0.911641585690945,0.45006803749622015,0.45381954944058056,0.05262038856970064,0.4289877293525568,0.3937822729287809,0.15642892228447935,0.020801075434182897,DMK_Alliance,0.5708979655874774,Marginal
Krishnarayapuram,DMK,DMK_Alliance,202087,0.0,0.813253545385767,0.5336591082464539,0.36959790383743685,0.05365335927739881,0.5227435471863243,0.3162418831960157,0.1401109153037649,0.02090365431389494,DMK_Alliance,0.9991726921100971,DMK Safe
Kulithalai,DMK,DMK_Alliance,221988,0.0,0.8184462690474171,0.5106403451908273,0.39142391216270966,0.05829653188558464,0.4871453373952023,0.32050023586001586,0.1715944552230298,0.02075997152175202,DMK_Alliance,0.9951337663157461,DMK Safe
Kumarapalayam,AIADMK,AIADMK_Alliance,217224,0.0,0.7831560731153333,0.342473690726755,0.504256530890182,0.06556889934381577,0.33308772797952824,0.4728055537410741,0.13366917446925217,0.060437543810145516,AIADMK_Alliance,0.003245808428837899,AIADMK Safe
Kumbakonam,DMK,DMK_Alliance,251868,0.0,0.9281042379845161,0.486207001275536,0.37797371990848533,0.06316940333259095,0.47163933011148274,0.30875595701793435,0.18940818710739574,0.03019652576318703,DMK_Alliance,0.9921664966196151,DMK Safe
Kunnam,DMK,DMK_Alliance,266682,0.0,0.8829594215182497,0.4726326752441115,0.4438486622187658,0.042541579687009674,0.44971224241844454,0.3835613928641469,0.14615014122739498,0.02057622349001362,DMK_Alliance,0.7850751902852531,DMK Safe
Kurinjipadi,DMK,DMK_Alliance,236297,0.0,0.8653951093385485,0.5103908321217823,0.4222184212776875,0.042820993958175076,0.48330396922977975,0.3597376840330178,0.13668078169931266,0.02027756503788985,DMK_Alliance,0.9793952354203215,DMK Safe
Lalgudi,DMK,DMK_Alliance,211043,0.0,0.8791736618245594,0.4859059020108267,0.3889181363516715,0.09297641255708024,0.49373109248109415,0.35686356494995347,0.12776851050203547,0.02163683206691695,DMK_Alliance,0.9953383484330592,DMK Safe
